,Close,Close,Close
,BYMA.BA,YPF,YPFD.BA
Date,,,
2018-01-02,34.468936920166016,23.639999389648438,434.1499938964844
2018-01-03,33.041847229003906,23.600000381469727,440.1499938964844
2018-01-04,32.21145248413086,23.290000915527344,439.70001220703125
2018-01-05,32.40537643432617,23.010000228881836,431.75
2018-01-08,32.26614761352539,23.75,449.20001220703125
2018-01-09,31.6346492767334,23.760000228881836,457.0
2018-01-10,31.57000732421875,23.93000030517578,446.6000061035156
2018-01-11,31.739070892333984,24.729999542236328,462.5
2018-01-12,32.967262268066406,25.049999237060547,470.54998779296875
2018-01-15,33.40483474731445,25.15999984741211,491.95001220703125
2018-01-16,33.076656341552734,25.270000457763672,482.1499938964844
2018-01-17,32.78328323364258,25.18000030517578,481.04998779296875
2018-01-18,33.46450424194336,25.229999542236328,483.0
2018-01-19,33.31533432006836,24.989999771118164,473.04998779296875
2018-01-22,32.370567321777344,25.280000686645508,482.8500061035156
2018-01-23,33.31533432006836,25.559999465942383,499.8999938964844
2018-01-24,34.91645812988281,26.270000457763672,517.9500122070312
2018-01-25,35.72199249267578,26.18000030517578,518.6500244140625
2018-01-26,35.269500732421875,25.899999618530273,510.0
2018-01-29,34.642974853515625,24.360000610351562,485.3500061035156
2018-01-30,34.17556381225586,23.899999618530273,471.8999938964844
2018-01-31,35.7717170715332,24.149999618530273,478.1000061035156
2018-02-01,35.035797119140625,24.600000381469727,475.1499938964844
2018-02-02,34.05125427246094,23.190000534057617,455.04998779296875
2018-02-05,32.76836395263672,22.549999237060547,438.70001220703125
2018-02-06,31.808683395385742,22.950000762939453,447.3999938964844
2018-02-07,31.803712844848633,22.06999969482422,438.1000061035156
2018-02-08,31.57000732421875,21.43000030517578,434.0
2018-02-09,29.9141845703125,21.1200008392334,421.8500061035156
2018-02-12,30.285460154215496,22.139999389648438,433.68333943684894
2018-02-13,30.65673573811849,22.790000915527344,445.5166727701823
2018-02-14,31.028011322021484,22.889999389648438,457.3500061035156
2018-02-15,31.55011749267578,22.860000610351562,451.0
2018-02-16,32.49488067626953,23.15999984741211,459.6499938964844
2018-02-19,33.215885162353516,23.210000038146973,467.1000061035156
2018-02-20,32.922508239746094,23.260000228881836,461.3500061035156
2018-02-21,32.67388916015625,23.190000534057617,465.70001220703125
2018-02-22,32.23134231567383,23.75,474.20001220703125
2018-02-23,31.82857322692871,23.739999771118164,469.5
2018-02-26,34.67778015136719,24.0,480.04998779296875
2018-02-27,34.623085021972656,23.459999084472656,476.5
2018-02-28,34.623085021972656,23.110000610351562,469.8500061035156
2018-03-01,35.1153564453125,22.850000381469727,461.1499938964844
2018-03-02,35.483314514160156,22.520000457763672,452.04998779296875
2018-03-05,35.2645263671875,22.3700008392334,451.8999938964844
2018-03-06,35.433589935302734,22.5,461.1000061035156
2018-03-07,35.20983123779297,22.450000762939453,456.29998779296875
2018-03-08,35.363975524902344,22.360000610351562,454.20001220703125
2018-03-09,35.7866325378418,22.479999542236328,454.8999938964844
2018-03-12,35.76177215576172,22.030000686645508,446.5
2018-03-13,36.56730651855469,22.040000915527344,446.5
2018-03-14,38.02423095703125,21.610000610351562,437.6499938964844
2018-03-15,39.16291809082031,21.6299991607666,438.25
2018-03-16,39.31706619262695,21.540000915527344,434.45001220703125
2018-03-19,38.6507568359375,21.209999084472656,426.3999938964844
2018-03-20,38.68556594848633,21.329999923706055,431.5
2018-03-21,38.80987548828125,21.90999984741211,444.5
2018-03-22,38.317604064941406,21.270000457763672,431.04998779296875
2018-03-23,38.06401062011719,20.889999389648438,422.75
2018-03-26,39.45629119873047,21.920000076293945,440.54998779296875
2018-03-27,39.01871871948242,21.510000228881836,430.8500061035156
2018-03-28,39.54579544067383,21.40999984741211,432.0
2018-03-29,40.09110641479492,21.6200008392334,432.93332926432294
2018-03-30,,,
2018-04-02,40.636417388916016,21.290000915527344,433.8666585286458
2018-04-03,41.18172836303711,21.579999923706055,434.79998779296875
2018-04-04,41.311012268066406,21.270000457763672,429.45001220703125
2018-04-05,42.03201675415039,21.3799991607666,433.29998779296875
2018-04-06,41.887813568115234,21.1299991607666,429.25
2018-04-09,42.2408561706543,21.309999465942383,434.1000061035156
2018-04-10,42.991695404052734,21.90999984741211,443.54998779296875
2018-04-11,41.62427520751953,22.18000030517578,446.6000061035156
2018-04-12,40.89332962036133,22.329999923706055,451.6000061035156
2018-04-13,40.137516021728516,22.389999389648438,451.79998779296875
2018-04-16,38.819820404052734,22.030000686645508,442.1000061035156
2018-04-17,39.351871490478516,22.65999984741211,455.6499938964844
2018-04-18,39.22258758544922,22.809999465942383,458.8500061035156
2018-04-19,38.69053649902344,23.020000457763672,463.20001220703125
2018-04-20,38.75518035888672,22.59000015258789,457.25
2018-04-23,38.4468879699707,22.770000457763672,459.8500061035156
2018-04-24,37.95958709716797,22.549999237060547,453.8500061035156
2018-04-25,37.46731948852539,22.389999389648438,451.79998779296875
2018-04-26,35.79160690307617,22.09000015258789,459.8999938964844
2018-04-27,37.28831100463867,22.010000228881836,456.54998779296875
2018-04-30,36.77449289957682,21.889999389648438,451.4833272298177
2018-05-01,36.260674794514976,21.579999923706055,446.4166666666667
2018-05-02,35.746856689453125,20.700000762939453,441.3500061035156
2018-05-03,32.78328323364258,19.649999618530273,446.3999938964844
2018-05-04,33.225830078125,19.799999237060547,433.3500061035156
2018-05-07,31.405916213989258,19.989999771118164,437.79998779296875
2018-05-08,30.933534622192383,19.309999465942383,432.1000061035156
2018-05-09,33.81755065917969,20.079999923706055,454.29998779296875
2018-05-10,35.14519119262695,20.809999465942383,478.45001220703125
2018-05-11,34.58330535888672,20.760000228881836,502.1499938964844
2018-05-14,33.83246612548828,20.520000457763672,512.5499877929688
2018-05-15,34.797119140625,19.8799991607666,480.29998779296875
2018-05-16,37.870086669921875,19.8799991607666,484.3500061035156
2018-05-17,37.178916931152344,20.06999969482422,492.29998779296875
2018-05-18,36.786094665527344,20.09000015258789,495.0
2018-05-21,37.0048828125,20.079999923706055,490.25
2018-05-22,36.32365798950195,19.790000915527344,478.8500061035156
2018-05-23,34.414241790771484,19.579999923706055,475.75
2018-05-24,32.87278747558594,19.1299991607666,470.5
2018-05-25,32.924997329711914,19.0,458.1750030517578
2018-05-28,32.97720718383789,18.899999618530273,445.8500061035156
2018-05-29,31.719179153442383,18.799999237060547,465.1499938964844
2018-05-30,31.84846305847168,18.200000762939453,451.8999938964844
2018-05-31,33.02195739746094,18.15999984741211,453.75
2018-06-01,34.722530364990234,18.100000381469727,455.75
